Area,Value,Room,Living,School,Year,Floor
94,320,2,1,0,1999,22
57,155,2,1,1,1983,6
75,280,2,1,1,2000,18
293,480,4,3,0,2000,11
52,200,1,1,1,2000,25
42,142,1,1,1,1990,18
65,285,1,1,1,2004,28
54,135,2,1,1,1982,6
142,620,3,2,1,1998,9
145,275,3,2,1,2001,18
103,280,2,1,1,2006,22
130,300,3,2,1,2005,6
56,120,1,0,1,2008,18
91,195,2,2,1,2005,9
82,270,2,2,0,2002,11
57,162,2,1,1,1985,6
64,198,2,1,1,1991,5
107,430,2,2,0,2001,4
74,178,2,1,0,1998,6
47,175,2,1,1,2012,20
54,110,1,1,0,2013,18
80,280,2,1,1,2004,23
75,500,3,1,1,1993,12
67,360,3,1,1,1982,6
51,300,1,1,1,1993,6
106,410,2,1,0,2004,6
179,560,3,1,0,1999,15
135,270,3,2,0,2004,5
151,480,3,1,1,2003,7
59,148,2,1,1,1983,6
69,360,3,1,1,1996,6
156,820,3,2,0,2003,9
68,136,1,1,0,1994,6
96,210,2,2,1,2006,8
131,590,3,2,0,2001,5
57,280,2,1,1,1986,5
99,340,2,1,1,2000,6
161,899,3,2,0,2002,16
90,500,3,1,1,2000,18
96,277,2,1,1,2005,6
69,300,2,1,0,1984,17
63,310,3,1,0,1985,5
95,235,2,2,0,2003,6
74,340,2,1,1,1988,18
69,215,2,1,1,1999,6
50,169,1,1,0,1990,14
247,1500,4,2,1,2004,11
90,580,2,1,1,2009,15
55,220,2,1,1,1992,7
64,372,2,1,1,2003,8
56,270,2,1,1,1979,10
65,350,2,1,0,1988,13
48,380,1,1,0,2003,21
136,305,3,2,1,2005,5
73,280,3,1,0,1995,5
56,183,1,1,0,2008,20
191,1180,3,2,0,2002,22
69,305,2,1,1,2007,9
93,330,2,1,0,2012,11
105,260,2,1,1,2006,6
81,265,2,1,1,2000,21
108,455,2,2,1,2000,18
86,358,2,1,1,2004,28
95,225,2,1,1,2008,6
60,265,2,1,1,1992,6
71,168,2,1,1,1986,6
186,830,3,2,1,2009,27
72,420,1,1,1,2004,23
108,430,2,2,0,2002,23
75,380,2,1,1,2002,16
96,200,2,1,1,2004,6
90,350,2,1,0,1999,28
46,115,1,0,0,2011,17
91,179,2,2,1,2005,6
60,360,2,1,1,1997,6
80,475,2,1,0,1992,6
160,650,3,2,0,1999,6
84,175,2,1,0,1993,6
205,560,3,1,0,2002,35
100,360,2,1,1,2004,24
109,425,2,2,0,2004,6
89,208,2,1,0,2011,35
98,380,3,1,1,1997,26
60,250,2,1,1,1996,6
295,810,4,2,1,2004,3
143,540,3,2,1,2000,21
94,218,2,2,0,2007,13
89,370,1,1,0,2002,14
98,430,2,2,0,2000,30
58,340,2,1,1,1983,6
54,290,2,1,1,1990,6
101,335,3,1,1,1993,31
79,580,3,2,1,1999,6
52,140,2,1,1,1980,6
72,350,3,1,1,1995,18
113,305,3,2,1,2006,18
99,288,2,2,0,2005,28
59,230,2,1,0,1989,6
48,216,2,1,1,2010,14
103,350,2,2,0,2005,26
66,185,1,2,1,2003,26
142,526,2,2,0,2003,25
56,350,2,1,1,1992,18
54,240,2,1,0,1993,21
56,175,2,1,0,1990,5
101,450,2,1,1,2003,25
127,480,3,2,1,2000,16
112,557,2,2,0,2010,7
220,410,5,2,0,2000,4
68,190,2,1,1,1983,6
104,185,2,2,1,2003,6
85,176,2,2,1,2003,6
75,210,2,1,0,1997,6
36,155,1,1,0,1979,6
76,415,3,1,1,1992,6
47,120,1,1,0,1996,6
154,355,3,2,1,2009,28
163,1228,3,2,1,2004,18
43,220,1,1,1,1982,12
90,500,3,1,1,2000,18
57,130,1,1,1,2005,6
72,325,2,1,1,1990,6
152,750,3,2,0,2011,17
90,210,2,1,0,2002,6
51,174,1,1,0,2000,24
167,1700,6,0,1,2013,1
92,310,2,1,0,2010,8
63,360,2,1,1,1980,14
147,420,3,2,1,2003,5
59,183,2,1,1,1994,6
42,215,1,1,0,1990,17
28,66,1,0,0,2000,11
72,260,2,1,1,2000,24
79,210,2,1,1,2002,6
118,310,3,2,1,2011,14
353,1800,4,2,1,2008,9
50,169,1,1,0,1990,14
58,335,2,1,1,1984,6
126,342,2,2,1,2002,19
147,1100,3,2,1,2002,18
60,146,2,1,1,1991,6
60,145,1,1,0,2008,16
67,210,2,1,0,2000,18
112,225,2,2,0,2002,7
54,199,2,1,0,1990,6
138,720,2,2,1,2005,2
170,520,3,2,1,2001,18
165,630,3,2,1,2000,23
96,275,2,2,0,2002,11
71,415,3,1,1,1987,17
137,410,3,2,0,1996,18
132,505,3,2,1,2002,14
59,280,1,0,1,2003,28
80,200,2,1,0,2009,28
128,345,3,2,1,2007,18
124,340,3,2,1,2012,28
148,261,3,2,1,2002,13
160,415,4,2,1,2005,19
59,190,2,1,0,2000,6
62,155,2,1,1,1992,6
83,312,3,1,1,1992,6
91,320,3,1,0,2004,6
65,168,1,1,1,1988,18
93,340,1,1,0,2010,29
67,390,1,1,0,2004,13
51,280,1,1,1,1996,9
49,110,1,0,0,2012,23
76,224,2,1,0,2000,7
64,198,2,1,1,1991,5
50,180,2,1,1,1984,6
90,235,2,2,0,2000,14
93,220,2,1,1,2001,32
88,398,3,1,1,1997,19
64,180,1,1,1,2000,24
46,152,2,1,0,2010,17
126,315,3,2,1,2002,11
61,146,1,1,1,2012,27
87,205,2,1,1,2008,24
125,425,2,2,1,2003,32
140,770,3,2,1,2012,27
92,290,2,2,0,2000,6
68,320,1,1,0,2003,21
85,510,2,2,1,2000,10
111,292,2,2,0,2005,11
56,200,2,1,1,1995,6
49,295,1,1,1,1986,17
58,160,2,1,0,1992,6
63,208,2,1,0,1996,6
101,500,2,2,1,1988,18
118,533,3,1,0,2000,28
92,210,1,0,0,2013,19
168,850,3,2,0,2002,17
48,185,2,1,1,1975,6
58,398,2,1,1,1979,16
95,418,3,1,1,1997,14
114,270,2,2,1,2004,6
88,350,2,1,1,2000,13
60,168,2,1,0,1994,6
56,240,2,1,1,1985,16
39,210,1,1,1,1989,7
42,215,1,1,0,1990,17
41,145,1,1,0,2011,13
48,100,1,0,0,2009,10
83,294,3,1,1,1992,6
144,550,4,2,1,1999,18
157,680,3,2,1,2003,26
40,96,1,0,0,2012,7
82,350,2,1,0,2003,6
96,300,2,1,1,2003,11
113,520,3,1,1,1997,6
129,383,3,2,1,2001,22
58,270,1,0,0,2000,28
69,200,1,0,0,2006,12
73,355,2,1,1,1997,6
83,380,2,1,0,1995,18
70,228,2,1,1,1990,25
111,699,3,2,1,1985,11
110,325,2,2,0,2006,22
67,208,1,1,0,2003,25
90,230,2,1,0,1995,18
105,420,2,2,0,2001,33
82,395,2,1,1,1990,18
86,198,2,1,1,2009,15
63,260,1,1,1,2001,28
54,150,1,1,0,2000,21
59,310,1,1,1,2003,18
96,350,3,2,1,2012,9
112,336,2,2,1,2002,16
63,155,2,1,1,1987,16
88,440,3,1,1,1983,12
91,360,2,1,0,2010,24
54,179,1,1,0,1998,5
121,375,2,2,1,2004,28
91,220,2,1,0,1995,7
158,308,4,3,1,2004,6
93,305,2,1,1,2012,21
55,200,1,1,1,1995,6
95,510,2,2,1,2005,28
89,230,2,2,0,1997,6
84,200,1,1,0,2003,1
168,650,4,2,1,1994,15
156,520,4,1,0,2004,9
64,290,2,1,0,1980,6
166,400,4,2,1,1998,4
134,275,3,2,0,2004,5
86,198,2,1,1,2009,15
81,370,3,1,1,1993,7
94,360,2,2,0,2000,6
130,300,3,2,1,2005,6
135,320,3,1,1,2000,11
147,680,2,2,1,2005,30
126,550,2,2,1,2004,10
40,145,1,1,1,1984,6
72,355,1,1,0,2009,16
46,255,1,1,1,1990,6
86,252,2,2,0,1991,20
56,200,1,2,1,2005,20
93,205,2,1,0,2007,22
64,155,1,1,0,2011,20
229,900,3,2,1,2008,5
57,290,2,1,1,1979,6
56,260,2,1,0,2009,13
60,120,2,1,1,1988,6
53,320,1,1,1,1999,6
67,160,1,1,1,1998,6
98,450,2,2,1,2002,16
95,310,2,1,1,1990,26
183,550,4,2,1,2000,19
59,475,2,1,1,1975,6
52,179,2,1,0,1985,6
94,345,2,2,1,2000,30
140,246,3,1,1,1999,6
105,170,3,1,1,1994,6
186,355,3,2,1,2005,6
79,440,3,1,1,1994,18
142,465,3,2,1,2000,19
108,237,2,1,0,2004,11
85,520,3,1,1,2004,6
65,165,2,1,1,1992,6
82,350,2,1,0,2003,6
44,140,1,1,1,1982,16
119,280,2,1,0,2005,16
85,340,2,1,1,2002,6
63,215,3,1,0,1980,6
54,110,1,1,0,2013,18
51,150,1,1,0,2006,13
124,285,3,2,0,2003,7
70,345,2,1,1,1990,21
118,600,3,2,1,2008,22
71,320,2,1,0,1995,16
46,152,2,1,0,2010,17
101,420,2,1,0,2009,25
53,183,2,1,1,1987,6
91,275,2,1,0,2009,8
53,185,2,1,0,1996,6
87,450,3,1,1,1952,4
119,515,2,2,1,2000,19
185,700,3,2,1,1998,12
96,340,2,1,0,2005,28
70,168,1,0,0,2008,16
47,193,2,1,0,1990,16
105,205,2,2,1,2005,12
53,150,1,1,1,1998,7
78,315,3,1,1,1993,12
94,370,2,2,0,2004,20
313,1300,5,3,0,2005,12
137,210,3,2,1,1996,6
105,398,2,2,1,2000,22
129,440,3,2,1,2002,30
61,308,2,1,1,1984,17
101,420,2,1,0,2009,25
62,190,2,1,0,1983,14
110,505,3,1,1,1998,24
85,340,2,1,1,2002,6
52,285,2,1,1,1987,6
63,320,2,1,1,1991,12
135,650,3,2,0,2006,20
89,340,2,2,0,2003,19
50,185,2,1,1,1988,6
89,270,2,2,1,2011,8
44,240,1,1,1,1980,16
100,360,2,1,1,2004,24
60,450,2,1,1,1990,16
116,390,3,2,0,2004,14
146,245,3,2,0,2002,11
58,162,2,1,0,1992,6
66,199,2,1,0,1980,6
57,147,1,1,0,2007,18
107,325,2,1,1,2004,6
80,280,2,1,1,1996,18
76,355,3,1,1,1980,16
34,130,1,1,0,2003,24
45,190,1,0,0,2004,21
61,158,1,1,0,2006,19
92,425,3,2,1,2010,9
179,520,3,2,0,2012,10
58,360,2,1,1,1990,5
96,340,2,1,0,2005,28
80,455,3,1,1,1989,6
60,330,3,1,1,1985,6
103,230,3,2,1,2003,6
51,295,2,1,1,1980,6
56,300,2,1,1,1990,6
93,340,1,1,0,2010,29
84,360,3,1,0,1989,6
112,225,2,1,0,2004,1
168,420,3,2,1,2006,11
263,345,3,1,0,2005,7
125,500,3,1,1,2005,23
71,520,2,1,1,2003,21
101,265,3,1,0,1995,6
53,167,2,1,1,1982,6
95,210,3,1,0,1980,5
89,210,2,1,0,2002,6
84,160,2,1,1,1995,6
68,430,2,1,0,1985,6
63,220,2,1,0,1995,6
61,170,2,2,0,2000,18
58,150,2,1,1,1989,6
114,550,2,2,0,2004,16
60,298,3,1,1,1985,6
47,169,2,1,1,1993,18
116,500,3,2,0,2008,16
42,168,1,1,0,1987,6
63,260,1,1,1,2001,28
87,315,2,1,1,2001,24
79,173,2,1,0,1997,6
164,395,3,2,1,2005,9
57,132,1,1,1,2005,11
64,350,2,1,0,1988,18
139,500,3,2,1,2006,27
71,366,3,1,1,1986,15
68,190,2,1,1,1983,6
116,425,3,2,1,2005,24
72,235,1,1,1,1998,16
87,418,2,1,1,2002,12
107,260,3,2,0,1993,6
106,280,2,2,0,2009,2
50,185,2,1,1,1988,6
89,170,3,1,0,2008,20
62,146,1,1,1,1998,6
80,290,2,1,1,1998,6
69,540,2,1,1,1982,12
67,261,2,1,1,2002,9
62,243,2,1,0,1993,6
94,209,2,2,1,2004,11
94,500,2,1,0,2009,6
66,253,1,1,1,2013,6
58,158,2,1,1,1998,6
84,160,2,1,1,1995,6
58,420,2,1,0,1988,6
83,520,2,1,1,1999,9
132,500,3,1,1,2007,13
124,630,2,1,0,2003,26
140,400,3,2,1,2012,15
67,390,1,1,0,2004,13
83,162,2,1,0,1998,6
94,260,2,1,0,2007,22
70,345,2,1,1,1990,21
111,385,3,2,1,1998,10
87,295,2,2,0,2003,19
56,135,2,1,0,1988,4
84,260,3,1,1,1990,14
68,340,2,1,0,1998,6
96,210,2,1,1,2004,24
162,900,3,2,1,2000,13
81,380,2,1,1,1999,18
41,165,1,1,1,1991,6
68,200,2,1,1,1995,18
61,217,2,1,1,1993,6
101,280,2,2,1,2007,15
47,170,1,0,1,2006,11
122,298,3,1,1,2000,19
128,290,3,2,1,2002,7
72,235,1,1,1,1998,16
58,185,2,1,1,1995,6
112,265,2,1,0,2004,13
56,248,2,1,1,1987,6
107,460,3,2,1,1990,5
98,220,2,1,1,2008,6
125,225,3,2,0,2007,6
63,150,2,1,0,1995,6
84,195,2,1,1,1997,24
108,410,2,2,1,2000,25
106,250,3,1,1,1996,12
121,565,2,2,1,2004,9
81,490,3,1,1,2003,6
178,720,3,2,1,1999,14
93,400,2,2,0,2000,22
111,290,2,2,0,1999,6
95,300,2,2,0,1999,18
39,152,1,1,1,1980,6
98,280,2,1,0,2005,6
75,168,1,1,1,2004,11
96,345,2,2,1,1998,6
66,185,1,1,0,2002,5
143,345,3,2,1,2012,12
57,236,2,1,1,1991,6
75,355,3,1,1,1990,6
116,400,3,1,1,2004,13
84,185,2,1,1,1993,6
87,160,2,1,1,1993,6
108,585,2,2,1,2006,18
67,218,1,1,1,1995,24
82,320,3,1,1,1995,6
72,260,2,1,1,2000,24
83,330,2,1,0,2002,13
136,520,3,2,0,2009,8
181,318,4,2,1,2001,6
93,262,2,1,0,2005,11
69,215,2,1,1,1999,6
63,275,2,1,1,1984,21
133,480,3,2,1,2012,9
66,320,2,1,1,1988,6
70,221,1,1,1,2005,11
68,280,2,1,1,1979,6
80,280,2,1,1,2004,23
59,245,1,0,1,2002,28
111,290,3,2,0,2000,24
124,330,3,2,1,2013,27
65,250,2,1,1,2004,10
134,575,3,2,1,1999,5
48,210,1,1,1,1998,9
158,820,3,2,1,1999,16
106,318,3,2,1,2003,10
57,200,2,1,1,1988,12
50,168,1,1,1,1998,6
46,152,2,1,0,2010,17
74,272,1,1,0,2006,9
170,660,3,2,1,2000,18
112,200,1,1,1,2004,7
139,730,3,2,1,2006,15
52,265,2,1,0,1988,6
57,290,2,1,0,2009,13
66,199,2,1,0,1980,6
135,630,3,2,0,2005,20
171,940,3,2,0,2010,16
48,100,1,0,0,2009,10
52,230,2,1,1,1981,5
103,495,2,2,1,1999,19
47,170,1,0,1,2006,11
184,750,3,2,0,2000,15
59,150,1,1,1,2000,27
69,325,1,1,1,1990,16
51,350,2,1,1,1983,6
61,220,2,1,0,2011,14
57,175,1,1,0,2000,17
57,125,1,1,0,2008,10
91,220,2,2,0,1999,6
86,234,2,1,0,2003,6
83,315,2,1,0,1999,24
103,230,2,1,0,2000,12
63,200,2,1,1,1995,6
69,200,1,0,0,2006,12
116,400,3,1,1,2004,13
93,262,2,1,0,2005,11
173,1400,4,2,0,2010,12
95,418,3,1,1,1997,14
49,295,1,1,1,1986,17
53,188,2,1,0,1983,5
45,219,1,1,0,1990,5
94,345,2,2,1,2000,27
56,247,1,1,1,1995,19
93,309,2,2,1,2007,27
74,150,2,1,0,1999,6
148,313,3,1,0,2003,15
44,155,1,1,1,1994,5
132,350,3,2,1,2005,9
104,690,2,1,1,2005,19
62,345,2,1,1,1992,6
110,465,2,1,1,1999,7
118,533,3,1,0,2000,28
76,210,2,1,1,1999,24
60,240,2,1,0,1983,6
125,263,3,1,1,2001,7
126,342,2,2,1,2002,19
60,240,2,1,1,1990,14
69,325,1,1,1,1990,16
57,200,2,1,1,1988,12
141,550,3,2,1,2004,20
75,500,3,1,1,1993,12
78,430,3,1,0,1988,7
63,190,2,1,0,2000,7
81,380,2,1,1,1999,18
78,315,3,1,1,1993,12
99,233,3,1,0,2000,14
80,215,2,2,0,2002,6
86,310,2,1,1,2010,28
65,158,2,1,1,1990,6
156,1130,3,2,0,2000,7
79,400,3,1,1,1990,18
69,395,1,1,0,2003,28
75,170,2,1,1,2003,12
100,260,2,1,1,1998,7
86,252,2,2,0,1987,20
88,440,3,1,1,1983,12
70,205,2,1,0,1993,6
50,170,2,1,0,2010,1
65,205,2,1,1,1988,20
67,260,3,1,1,1987,6
52,155,1,1,0,1999,24
60,175,3,1,0,1982,6
47,168,2,1,1,2012,15
67,360,3,1,1,1982,6
37,99,1,0,0,2007,21
55,160,2,1,1,1982,13
57,120,1,1,0,1995,4
152,660,3,1,0,2003,19
72,430,3,1,1,1989,17
67,355,2,1,1,1993,18
119,500,3,2,1,2003,5
65,198,2,2,1,1996,7
83,388,3,1,1,2002,16
74,385,3,1,0,1998,6
63,440,2,1,1,1980,16
63,195,2,1,1,1992,6
65,249,2,1,1,1986,14
89,405,2,2,1,2003,24
70,232,2,1,1,1998,7
82,150,3,1,1,1991,6
123,340,3,2,0,1999,7
91,240,2,1,1,2010,8
57,185,2,1,1,1982,16
66,330,2,1,1,2003,16
117,259,3,2,1,2005,11
97,205,2,1,0,2008,6
93,285,2,2,0,2007,26
64,280,2,1,1,1991,18
41,135,1,1,1,1986,6
41,118,1,1,1,1993,6
102,500,2,2,0,2004,20
103,490,3,1,1,2000,22
97,210,2,1,0,2003,6
55,160,2,1,0,1984,6
67,185,2,1,1,1997,6
124,615,3,2,1,2004,8
141,329,3,1,1,2004,13
64,340,2,1,1,1989,18
70,297,2,1,1,1996,6
82,320,3,1,1,1995,6
42,215,1,1,0,1990,17
70,225,3,1,0,1989,6
97,375,2,1,1,2003,24
124,330,3,2,1,2013,27
80,300,2,2,0,1995,6
57,175,2,1,0,1982,15
74,200,2,1,1,1996,6
90,295,3,1,1,1996,6
70,300,1,1,1,2000,15
114,550,2,2,0,2004,16
121,560,3,2,1,2005,21
61,360,2,1,1,1989,6
98,430,2,1,0,2011,6
100,410,2,1,0,1999,28
56,192,2,1,0,2012,16
107,455,3,1,1,1998,6
75,320,3,1,1,1987,16
42,305,1,1,0,1987,18
109,820,2,1,1,2002,24
117,458,4,2,1,1990,20
55,150,1,2,1,1998,10
109,778,2,2,1,1996,18
83,294,3,1,1,1992,6
58,405,2,1,1,1988,6
139,500,3,2,1,2006,27
86,163,2,1,1,1993,6
143,600,3,2,1,2000,13
47,210,1,1,1,1986,14
74,232,2,2,0,1995,18
89,405,2,2,1,2003,24
133,550,3,2,1,2005,18
213,1150,4,3,1,2013,18
70,460,2,1,1,1992,20
122,685,2,2,1,2002,20
108,585,2,2,1,2006,18
70,250,3,1,1,1999,6
104,370,2,1,0,2005,28
63,170,2,1,0,1994,7
69,140,2,1,1,1995,6
118,400,3,2,0,1997,6
83,325,2,1,0,2000,24
92,310,2,1,0,2010,8
128,260,2,2,1,2005,5
67,315,1,2,1,2000,16
84,343,3,1,1,1996,6
63,320,2,1,1,1991,12
97,253,2,1,1,2005,5
155,850,3,2,0,2005,21
54,205,2,1,1,1988,6
156,690,3,2,1,2005,29
71,145,2,1,0,2005,7
132,505,3,2,1,2002,14
118,235,2,1,1,2003,13
140,760,3,2,0,2005,12
78,352,2,2,1,1990,6
107,710,3,1,1,2006,21
62,190,2,1,0,1989,18
295,810,4,2,1,2004,3
171,940,3,2,0,2010,16
105,255,3,1,0,2003,6
48,280,1,1,1,1987,22
74,315,2,1,1,2000,6
119,490,3,2,1,2000,24
63,185,2,1,1,1982,5
91,360,2,1,0,2010,24
80,359,3,1,1,1997,12
124,480,3,2,1,2005,5
64,380,2,1,1,1990,6
80,310,2,1,1,1998,18
56,205,2,1,0,1993,6
87,315,2,1,1,2001,24
70,185,1,1,1,2005,6
103,288,2,1,1,2005,6
42,270,1,1,1,1978,6
87,205,2,1,1,2008,24
98,251,2,1,1,2004,18
75,170,2,1,1,2003,12
57,166,1,1,0,2002,2
92,350,2,1,0,2003,21
103,230,3,2,1,2003,6
105,275,2,2,1,2004,6
93,320,3,2,0,2006,8
99,395,2,2,1,1999,8
102,625,2,2,1,2002,23
55,230,1,1,1,2005,11
68,220,1,1,1,2000,26
69,345,1,2,1,2000,23
56,133,2,1,1,1987,6
101,500,2,2,1,1988,18
321,2000,5,3,1,2005,9
61,192,2,1,0,1983,6
74,470,2,1,0,1995,8
96,210,2,2,1,2006,8
90,230,2,2,1,2010,28
95,342,2,2,1,2000,14
101,480,2,2,1,1995,17
96,325,2,2,1,1996,18
68,207,1,1,1,2000,11
89,340,2,2,0,2003,19
95,235,2,2,0,2010,19
58,145,1,2,0,1992,10
61,220,2,1,0,2011,14
68,125,1,1,1,2004,6
53,130,1,0,1,2007,14
72,245,2,1,0,1997,6
67,140,2,1,1,1994,6
89,340,2,2,1,2010,24
50,145,1,0,0,2008,21
74,320,1,1,1,2000,24
127,232,3,2,1,2004,6
158,330,3,2,1,2001,14
55,238,2,1,1,1991,6
161,700,3,1,1,2012,6
67,315,1,2,1,2000,16
96,200,2,1,1,2004,6
64,310,2,1,1,1991,16
76,350,2,1,0,2003,17
57,162,2,1,1,1985,6
43,179,1,0,1,2003,12
69,405,2,1,1,2001,6
105,460,2,2,1,1999,24
96,335,2,2,0,2005,28
125,225,3,2,0,2007,6
321,2000,5,3,1,2005,9
60,200,2,1,0,1990,6
64,237,1,1,1,2008,21
59,319,2,1,1,1993,6
161,518,4,1,0,2006,25
72,335,3,1,1,1987,6
139,440,3,2,1,2003,30
72,201,2,1,0,2009,28
94,360,2,2,0,2000,6
59,280,1,0,1,2003,28
112,425,2,2,1,2003,11
56,185,1,1,0,2012,16
83,520,2,1,1,1999,9
144,450,3,1,1,1996,18
89,360,2,1,1,2003,19
76,415,3,1,1,1992,6
54,205,2,1,1,1988,6
79,580,3,2,1,1999,6
62,240,2,1,1,1992,12
116,435,2,2,1,2006,26
146,238,4,1,0,2000,6
75,218,1,1,1,2007,14
112,557,2,2,0,2010,7
142,535,3,2,1,2001,14
49,295,1,1,1,1986,17
43,190,1,1,1,1990,6
71,360,3,1,0,1967,5
48,175,2,1,0,1993,6
64,360,2,1,0,1995,12
60,260,2,1,1,1985,6
87,205,2,1,1,2008,24
46,115,1,1,0,1990,6
107,400,2,2,0,2000,22
96,200,2,1,1,2004,6
94,120,3,1,0,2002,6
151,820,2,2,0,2008,28
86,300,2,1,1,2012,26
147,350,3,2,0,2002,6
89,175,3,1,1,2008,20
58,202,2,1,0,1991,6
111,219,2,1,1,2001,7
40,230,2,1,0,2002,4
185,950,4,2,1,2004,17
58,260,1,1,1,1999,18
87,255,2,1,1,2003,32
95,210,3,1,0,1980,5
90,280,2,1,1,2005,27
67,235,2,1,0,1992,18
110,385,2,1,0,2009,19
86,255,2,1,1,2002,6
69,305,2,1,1,1996,18
56,198,2,1,1,1993,6
62,240,2,1,1,1992,12
46,98,2,1,1,1977,5
93,309,2,2,1,2007,27
40,195,1,1,0,1986,6
229,900,3,2,1,2008,5
42,218,1,1,1,1987,6
119,850,2,1,1,2004,7
28,66,1,0,0,2000,11
65,389,3,1,1,1981,6
53,308,2,1,1,1995,12
57,147,1,1,0,2007,18
125,272,3,2,0,2002,6
83,312,3,1,1,1992,6
88,440,3,1,1,1983,12
159,320,3,2,0,2001,14
103,240,2,1,0,2000,7
158,1100,3,2,1,2003,8
59,182,2,1,1,1986,6
161,518,4,1,0,2006,25
68,430,2,1,0,1985,6
89,255,2,1,1,2005,6
68,265,2,1,1,1995,6
44,183,1,1,0,1981,12
58,260,2,1,1,1991,6
94,459,2,2,0,2007,18
193,1100,3,2,0,2003,27
90,178,2,1,1,2006,5
65,285,2,1,1,1991,25
119,515,2,2,1,2000,19
205,870,4,2,0,2003,24
126,473,3,1,0,2006,12
179,490,3,2,1,2012,20
141,420,3,2,0,1998,1
90,580,2,1,1,2009,15
144,550,4,2,1,1999,18
36,190,1,1,1,1979,6
59,229,2,1,0,1978,5
161,300,4,2,0,1999,6
56,220,1,1,1,2006,20
46,420,2,1,0,1976,6
80,300,2,2,0,1995,6
100,360,2,1,1,2004,24
70,345,2,1,1,1990,21
46,98,2,1,1,1977,5
58,298,2,1,1,1986,6
119,240,3,2,0,2004,7
79,370,3,1,1,1992,6
64,220,1,1,1,2000,24
54,235,2,1,1,1975,6
89,610,2,2,1,2004,16
69,220,3,1,0,1984,6
63,245,2,1,0,1990,25
42,162,1,0,1,1998,28
65,150,2,1,1,1998,6
87,450,3,1,1,1952,4
78,222,1,1,1,2008,20
145,630,3,2,1,2004,12
93,290,2,2,1,2004,27
132,280,3,2,0,1999,6
111,210,3,1,1,1998,18
122,253,3,2,0,2006,10
42,230,1,1,1,1992,6
220,410,5,2,0,2000,4
119,230,3,2,0,2007,6
140,460,3,1,1,2000,24
63,440,2,1,1,1980,16
172,480,3,1,1,2005,20
76,280,2,1,1,1998,10
96,245,2,2,1,2003,10
52,195,1,1,1,2002,24
65,235,2,1,0,1980,6
90,490,2,1,1,2005,17
96,305,2,1,1,1998,18
64,285,2,1,1,1993,14
40,95,1,0,1,2004,18
108,460,2,1,1,1996,16
55,368,2,1,1,1979,6
60,230,2,1,1,1986,18
205,870,4,2,0,2003,24
130,290,3,2,0,2000,7
69,215,2,1,1,1999,6
69,300,2,1,0,1984,17
73,355,2,1,1,1997,6
46,155,1,0,1,2005,20
124,299,3,2,0,2003,6
38,112,1,0,0,2001,20
113,237,3,2,1,2004,6
89,230,2,2,0,1997,6
100,290,3,1,1,1990,26
61,272,2,1,0,1986,6
176,950,3,1,1,2012,28
46,156,1,1,0,1987,6
94,248,2,2,0,2005,10
100,280,2,2,0,2000,29
164,395,3,2,1,2005,9
84,195,2,1,1,1997,24
110,218,3,1,1,2012,11
57,290,2,1,1,1979,6
144,550,4,2,1,1999,18
56,200,2,1,1,1992,6
91,360,2,1,0,2010,24
161,700,3,1,1,2012,6
81,500,2,2,1,2002,12
93,285,2,2,0,2007,26
89,270,2,2,1,2011,8
75,345,1,1,0,2000,27
197,510,3,2,0,2004,4
74,177,2,1,0,2000,11
97,205,2,1,1,2002,6
104,370,2,1,0,2005,28
94,260,2,1,0,2007,22
206,1000,3,2,0,2004,19
62,250,2,1,0,1983,6
108,455,2,2,1,2000,18
85,325,3,1,1,1998,10
64,190,2,1,1,1994,6
125,305,3,2,1,1999,6
74,400,2,1,0,1988,18
63,263,2,1,1,1996,22
54,265,3,1,1,1984,5
57,258,1,1,1,2000,6
62,185,2,1,0,1983,16
50,180,2,1,1,1984,6
127,470,3,2,0,2005,21
68,390,2,1,1,2003,6
95,190,2,1,0,2003,11
47,193,2,1,0,1990,16
96,265,2,1,0,1990,22
122,270,3,1,0,2004,24
58,255,2,1,0,1988,6
62,405,3,1,1,1980,6
85,270,2,1,0,2005,9
75,268,1,2,1,2002,24
148,270,4,2,0,2001,6
68,320,3,1,1,1992,6
108,370,2,2,0,2002,12
176,750,3,2,0,2004,26
84,188,2,1,1,1999,6
83,160,2,1,0,2003,6
64,325,2,1,1,1990,21
148,700,3,1,1,2003,18
134,950,3,2,1,2009,22
65,320,2,1,1,2003,8
62,235,1,0,1,2002,24
95,200,2,1,0,2010,10
70,300,1,1,1,2000,15
93,270,3,1,0,2008,14
102,500,2,2,0,2004,20
52,148,1,1,1,2001,9
91,360,2,1,0,2010,24
106,410,2,1,0,2004,6
47,162,1,1,0,1998,6
46,152,2,1,0,2010,17
77,165,2,1,1,1985,6
74,280,3,1,1,1991,25
70,165,2,1,0,2006,11
42,168,1,1,0,1987,6
58,285,2,1,1,1995,6
193,350,5,2,1,2000,7
137,378,3,2,1,1999,25
241,370,3,2,0,2000,4
68,270,2,1,1,2000,7
97,300,2,1,0,1998,25
100,450,3,1,1,1990,12
118,330,3,2,1,2006,12
135,620,3,1,0,2010,23
96,275,2,1,0,2000,6
49,110,1,0,0,2012,23
51,280,1,1,1,1996,9
92,290,2,2,0,2000,6
45,137,1,0,0,2000,22
199,950,3,2,0,2007,24
105,258,2,2,1,2000,11
91,150,2,1,0,2012,14
65,190,1,1,0,2005,12
